,flow,speed,time
614,34.0,83.0,2021-02-12 09:45:00
615,48.0,85.0,2021-02-12 10:00:00
616,44.0,86.0,2021-02-12 10:15:00
617,58.0,89.0,2021-02-12 10:30:00
618,59.0,91.0,2021-02-12 10:45:00
619,57.0,89.0,2021-02-12 11:00:00
620,48.0,84.0,2021-02-12 11:15:00
621,51.0,84.0,2021-02-12 11:30:00
622,39.0,83.0,2021-02-12 11:45:00
623,37.0,82.0,2021-02-12 12:00:00
624,46.0,88.0,2021-02-12 12:15:00
625,38.0,86.0,2021-02-12 12:30:00
626,40.0,82.0,2021-02-12 12:45:00
627,46.0,84.0,2021-02-12 13:00:00
628,37.0,84.0,2021-02-12 13:15:00
629,37.0,82.0,2021-02-12 13:30:00
630,53.0,90.0,2021-02-12 13:45:00
631,49.0,86.0,2021-02-12 14:00:00
632,33.0,72.0,2021-02-12 14:15:00
633,56.0,85.0,2021-02-12 14:30:00
634,46.0,79.0,2021-02-12 14:45:00
635,36.0,76.0,2021-02-12 15:00:00
636,27.0,75.0,2021-02-12 15:15:00
637,32.0,78.0,2021-02-12 15:30:00
638,33.0,75.0,2021-02-12 15:45:00
639,36.0,75.0,2021-02-12 16:00:00
640,40.0,67.0,2021-02-12 16:15:00
641,41.0,66.0,2021-02-12 16:30:00
642,29.0,88.0,2021-02-12 16:45:00
643,28.0,90.0,2021-02-12 17:00:00
644,20.0,89.0,2021-02-12 17:15:00
645,11.0,82.0,2021-02-12 17:30:00
646,13.0,80.0,2021-02-12 17:45:00
647,14.0,86.0,2021-02-12 18:00:00
648,12.0,81.0,2021-02-12 18:15:00
649,14.0,87.0,2021-02-12 18:30:00
650,11.0,82.0,2021-02-12 18:45:00
651,10.0,87.0,2021-02-12 19:00:00
652,10.0,82.0,2021-02-12 19:15:00
653,10.0,78.0,2021-02-12 19:30:00
654,13.0,88.0,2021-02-12 19:45:00
655,13.0,91.0,2021-02-12 20:00:00
656,13.0,87.0,2021-02-12 20:15:00
657,15.0,89.0,2021-02-12 20:30:00
658,14.0,93.0,2021-02-12 20:45:00
659,9.0,87.0,2021-02-12 21:00:00
660,9.0,81.0,2021-02-12 21:15:00
661,7.0,94.0,2021-02-12 21:30:00
662,11.0,89.0,2021-02-12 21:45:00
663,10.0,93.0,2021-02-12 22:00:00
664,5.0,90.0,2021-02-12 22:15:00
665,9.0,89.0,2021-02-12 22:30:00
666,9.0,91.0,2021-02-12 22:45:00
667,3.0,91.0,2021-02-12 23:00:00
668,15.0,86.0,2021-02-12 23:15:00
669,9.0,76.0,2021-02-12 23:30:00
670,16.0,83.0,2021-02-12 23:45:00
671,16.0,81.0,2021-02-13 00:00:00
