,flow,speed,time
660,60.0,80.0,2021-02-05 21:15:00
661,54.0,78.0,2021-02-05 21:30:00
662,68.0,81.0,2021-02-05 21:45:00
663,63.0,81.0,2021-02-05 22:00:00
664,51.0,78.0,2021-02-05 22:15:00
665,43.0,74.0,2021-02-05 22:30:00
666,49.0,79.0,2021-02-05 22:45:00
667,52.0,80.0,2021-02-05 23:00:00
668,44.0,77.0,2021-02-05 23:15:00
669,40.0,74.0,2021-02-05 23:30:00
670,52.0,79.0,2021-02-05 23:45:00
671,60.0,83.0,2021-02-06 00:00:00
